ชื่อร้านค้า,CodeCustomer,จำนวนทั้งหมด,ยอดบิลนี้,ค้างจ่ายเก่า,ยอดรวมเงิน,จ่ายเงินสดวันนี้,โอนจ่ายต่อหน้า,จ่ายค้าง,โอนจ่ายที่หลัง,จ่ายค้างโอนต่อหน้า,จ่ายค้างเงินสด,ค้างจ่ายวันนี้,เครดิต,ค้างจ่ายใหม่,Status,Status3,Status2,ImageSaleSite,ชื่อเรื่อง,รหัสการขาย,YMD,Minute,TimeStamp,IDcode,No,LineCar,เหลี่ยมใหญ่,กลมใหญ่,กลมเล็ก,บดหยาบ,บดละเอียด,Latitude,Longitude,ID-CodeName,สอบค้าง,เก็บสอบ,นอนสอบ,ค้างกระสอบรวม
ร้านของชำแม่สุภี,100321.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-12-16-59,2025-09-01,12:16:59,01/09/2025 12:16:59,111.0,,11.0,,1.0,,1.0,,16.55038,102.09161,ID-111,0.0,,,0.0
ร้านไก่ทอดแม่พิน,100319.0,1.0,35.0,35.0,70.0,70.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,รับเงินสด,G-0,จ่ายค้างเก่า,,อาคม,2025-09-01-111-11-12-21-37,2025-09-01,12:21:37,01/09/2025 12:21:37,111.0,,11.0,1.0,,,,,16.55087667,102.090915,ID-111,2.0,,,2.0
ร้านแม่อ้อก๋วยเตี๋ยวต้มยำ,100317.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-12-27-04,2025-09-01,12:27:05,01/09/2025 12:27:05,111.0,,11.0,,,,1.0,,16.55414,102.09219167,ID-111,0.0,,,0.0
อู่ญาเซอร์วิส,100316.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-12-53-37,2025-09-01,12:53:37,01/09/2025 12:53:37,111.0,,11.0,1.0,,,,,16.566375,102.10585833,ID-111,0.0,,,0.0
ร้านของชำจินดาช็อป,100264.0,3.0,100.0,335.0,435.0,435.0,0.0,335.0,0.0,0.0,335.0,0.0,0.0,0.0,รับเงินสด,G-0,จ่ายค้างเก่า,,อาคม,2025-09-01-111-11-13-00-30,2025-09-01,13:00:30,01/09/2025 13:00:30,111.0,,11.0,3.0,,,,,16.57819167,102.10980667,ID-111,0.0,,,0.0
ร้านรุ่งเรืองการค้า,100324.0,7.0,210.0,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-13-10-29,2025-09-01,13:10:29,01/09/2025 13:10:29,111.0,,11.0,6.0,,,1.0,,16.56020167,102.103975,ID-111,0.0,,,0.0
ร้านลาบขมต้มแซ่บแม่ไล,102047.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-13-17-27,2025-09-01,13:17:27,01/09/2025 13:17:27,111.0,,11.0,,,,1.0,,16.55622167,102.10866667,ID-111,0.0,,,0.0
ร้านกาแฟ Mind Tea,100304.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-13-22-53,2025-09-01,13:22:53,01/09/2025 13:22:53,111.0,,11.0,,,2.0,,,16.5482,102.108925,ID-111,0.0,,,0.0
ร้านข้าวมันไก่ นครปฐม,100285.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-13-27-20,2025-09-01,13:27:21,01/09/2025 13:27:21,111.0,,11.0,1.0,,1.0,,,16.54326333,102.10955833,ID-111,0.0,,,0.0
ร้านกาแฟแม่เจี๊ยบ,100288.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-13-40-08,2025-09-01,13:40:08,01/09/2025 13:40:08,111.0,,11.0,,,,1.0,,16.54284667,102.10926667,ID-111,0.0,,,0.0
ร้านนัมเบอร์วัน บาร์,100325.0,3.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-13-41-03,2025-09-01,13:41:04,01/09/2025 13:41:04,111.0,,11.0,1.0,,2.0,,,16.54276333,102.10926,ID-111,0.0,,,0.0
ร้านต้นขนุน,101947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-01-111-11-13-47-39,2025-09-01,13:47:39,01/09/2025 13:47:39,111.0,,11.0,,,,,,16.54797167,102.10183667,ID-111,0.0,,,0.0
ร้านโปรด,100323.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-13-52-19,2025-09-01,13:52:20,01/09/2025 13:52:20,111.0,,11.0,1.0,,,,,16.55080167,102.10091167,ID-111,0.0,,,0.0
บ้านตายุทธ,101472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-13-53-08,2025-09-01,13:53:08,01/09/2025 13:53:08,111.0,,11.0,,,,,,16.55095833,102.10103333,ID-111,0.0,,,0.0
ขาจรน้ำแข็ง 40 บาท,910040.0,2.0,80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,ลูกค้าขาจร-0,0,,อาคม,2025-09-01-111-11-14-47-19,2025-09-01,14:47:19,01/09/2025 14:47:19,111.0,,11.0,,,,2.0,,16.55117833,102.10117167,ID-111,0.0,,,0.0
ร้านสุขสันต์เกล็ดหิมะ,100387.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,L-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-15-22-19,2025-09-01,15:22:19,01/09/2025 15:22:19,111.0,,11.0,,,,,,16.52577,102.06760667,ID-111,0.0,,,0.0
ขาจรน้ำแข็ง 40 บาท,910040.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,ลูกค้าขาจร-0,0,,อาคม,2025-09-01-111-11-16-06-26,2025-09-01,16:06:26,01/09/2025 16:06:26,111.0,,11.0,,1.0,,,,16.52411703,102.06850796,ID-111,0.0,,,0.0
ร้านสุขสันต์เกล็ดหิมะ,100387.0,2.0,80.0,120.0,200.0,200.0,0.0,120.0,0.0,0.0,120.0,0.0,0.0,0.0,รับเงินสด,G-0,จ่ายค้างเก่า,,อาคม,2025-09-02-111-11-05-15-05,2025-09-02,05:15:05,02/09/2025 05:15:05,111.0,,11.0,,,,2.0,,16.561425,102.07190833,ID-111,0.0,,,0.0
ร้านมาวินชานมไข่มุก,101970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-05-28-40,2025-09-02,05:28:39,02/09/2025 05:28:39,111.0,,11.0,,,,,,16.54904667,102.104175,ID-111,0.0,,,0.0
ร้านพรนี,100379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-05-31-46,2025-09-02,05:31:46,02/09/2025 05:31:46,111.0,,11.0,,,,,,16.549745,102.10252167,ID-111,0.0,,,0.0
ร้านลาบป.7,100257.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-05-43-58,2025-09-02,05:43:58,02/09/2025 05:43:58,111.0,,11.0,1.0,,,1.0,,16.57582167,102.10848833,ID-111,0.0,,,0.0
ร้านเขียงปลาแม่หน่อย,100258.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-05-58-09,2025-09-02,05:58:08,02/09/2025 05:58:08,111.0,,11.0,,,,1.0,,16.57711333,102.08936833,ID-111,0.0,,,0.0
ร้านพ่อสักกับข้าวเย็น,100259.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-06-10-37,2025-09-02,06:10:37,02/09/2025 06:10:37,111.0,,11.0,,,,1.0,,16.57845,102.08888667,ID-111,0.0,,,0.0
ร้านไก่ต้มน้ำปลาแม่สมรักษ์,100261.0,3.0,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-06-10-51,2025-09-02,06:10:51,02/09/2025 06:10:51,111.0,,11.0,,,,3.0,,16.57846167,102.08887333,ID-111,-1.0,,,-1.0
ร้านสลัดผักผลไม้พี่แต๊ก,100260.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-06-11-02,2025-09-02,06:11:02,02/09/2025 06:11:02,111.0,,11.0,,,,2.0,,16.57846167,102.08887333,ID-111,-2.0,,,-2.0
ร้านแม่ติ๋มลาบเป็ด,100262.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-06-14-04,2025-09-02,06:14:04,02/09/2025 06:14:04,111.0,,11.0,,,,1.0,,16.57820333,102.08903167,ID-111,0.0,,,0.0
ชุมแพสนุกเกอร์ 2,101871.0,2.0,80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-06-20-13,2025-09-02,06:20:14,02/09/2025 06:20:14,111.0,,11.0,2.0,,,,,16.57210167,102.09337167,ID-111,0.0,,,0.0
ร้านผลไม้พี่น้ำ,100265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-06-43-25,2025-09-02,06:43:25,02/09/2025 06:43:25,111.0,,11.0,,,,,,16.574825,102.10998833,ID-111,0.0,,,0.0
ร้านพรทิพย์ชานมไข่มุก,102002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-06-46-30,2025-09-02,06:46:30,02/09/2025 06:46:30,111.0,,11.0,,,,,,16.57455833,102.10990833,ID-111,0.0,,,0.0
ร้านราชาหมูกระทะ&หอยแครง,100266.0,3.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-07-01-18,2025-09-02,07:01:18,02/09/2025 07:01:18,111.0,,11.0,1.0,,,2.0,,16.57562833,102.11151333,ID-111,2.0,,,2.0
ร้านชาไข่มุกบ้านสุขสมบูรณ์  ,100268.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-07-13-24,2025-09-02,07:13:25,02/09/2025 07:13:25,111.0,,11.0,,,,1.0,,16.57029667,102.11196667,ID-111,0.0,,,0.0
ร้านก๋วยเตี๋ยวหมูแม่อ๊อด,100269.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-07-13-35,2025-09-02,07:13:35,02/09/2025 07:13:35,111.0,,11.0,,1.0,,1.0,,16.57029667,102.11196667,ID-111,0.0,,,0.0
ร้านของชำแม่บุญนำ,100270.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-07-25-43,2025-09-02,07:25:43,02/09/2025 07:25:43,111.0,,11.0,3.0,,,,,16.57233167,102.11851167,ID-111,0.0,,,0.0
ร้านTPหม่าล่าพี่หนิง,100271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-07-33-44,2025-09-02,07:33:45,02/09/2025 07:33:45,111.0,,11.0,,,,,,16.56569167,102.11007833,ID-111,0.0,,,0.0
ร้านส้มตำไก่ย่างแม่ตุ่ม,100272.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-07-38-28,2025-09-02,07:38:29,02/09/2025 07:38:29,111.0,,11.0,,,,1.0,,16.56029,102.11186167,ID-111,0.0,,,0.0
ร้านชำตายาย ,100273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-07-39-07,2025-09-02,07:39:07,02/09/2025 07:39:07,111.0,,11.0,,,,,,16.55978833,102.11129333,ID-111,0.0,,,0.0
ร้านของชำแม่ทองมา,100277.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-08-05-31,2025-09-02,08:05:31,02/09/2025 08:05:31,111.0,,11.0,1.0,,,,,16.55469667,102.10638,ID-111,0.0,,,0.0
พี่อ่อมขายยาคูล,102198.0,1.0,40.0,,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-08-05-51,2025-09-02,08:05:51,02/09/2025 08:05:51,111.0,,11.0,,,,1.0,,16.55469667,102.10638,ID-111,,,,0.0
ร้านอยู่เย็นคาเฟ่​,101851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-08-10-48,2025-09-02,08:10:49,02/09/2025 08:10:49,111.0,,11.0,,,,,,16.552045,102.10827167,ID-111,0.0,,,0.0
ร้านไก่ย่างบิ๊กตู่,100278.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-08-27-55,2025-09-02,08:27:54,02/09/2025 08:27:54,111.0,,11.0,1.0,,,,,16.55009333,102.111905,ID-111,0.0,,,0.0
ร้านก๋วยเตี๋ยวยายพัด,100279.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-08-33-53,2025-09-02,08:33:53,02/09/2025 08:33:53,111.0,,11.0,1.0,,,1.0,,16.549565,102.11185333,ID-111,0.0,,,0.0
ร้านถูกดี นำโชค,100280.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-08-34-03,2025-09-02,08:34:03,02/09/2025 08:34:03,111.0,,11.0,3.0,,,,,16.549565,102.11185333,ID-111,0.0,,,0.0
ร้านของชำตาแดง,100281.0,12.0,300.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-08-47-15,2025-09-02,08:47:15,02/09/2025 08:47:15,111.0,,11.0,12.0,,,,,16.54890167,102.11186,ID-111,0.0,,,0.0
ร้านครัวข้าวหอม,101593.0,3.0,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-09-07-39,2025-09-02,09:07:39,02/09/2025 09:07:39,111.0,,11.0,,,,,3.0,16.545955,102.11096833,ID-111,0.0,,,0.0
ร้านก๋วยจั๊บอุบลห้องแอร์,100283.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-09-11-19,2025-09-02,09:11:20,02/09/2025 09:11:20,111.0,,11.0,1.0,,1.0,,,16.545885,102.11094833,ID-111,0.0,,,0.0
ร้านต้มยำไข่หวาน สระบุรี,100284.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-09-15-38,2025-09-02,09:15:37,02/09/2025 09:15:37,111.0,,11.0,,,2.0,,,16.54535333,102.110525,ID-111,0.0,,,0.0
ร้านนานาอาหารป่า,100294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-09-44-34,2025-09-02,09:44:34,02/09/2025 09:44:34,111.0,,11.0,,,,,,16.535455,102.111065,ID-111,0.0,,,0.0
ร้านสบายๆข้าวแกง,100293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-09-44-46,2025-09-02,09:44:46,02/09/2025 09:44:46,111.0,,11.0,,,,,,16.53536667,102.111755,ID-111,0.0,,,0.0
ร้านเขียงหมูเจ๊หนิง,100292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-09-46-15,2025-09-02,09:46:15,02/09/2025 09:46:15,111.0,,11.0,,,,,,16.53376333,102.11501833,ID-111,0.0,,,0.0
ร้านเขียงหมูเจ๊หนิง,100292.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-09-51-55,2025-09-02,09:51:54,02/09/2025 09:51:54,111.0,,11.0,,,,3.0,,16.53358333,102.11502667,ID-111,0.0,,,0.0
ร้านโดนใจ ศิริจรรยา มินิมาร์ท,100291.0,6.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-09-58-21,2025-09-02,09:58:21,02/09/2025 09:58:21,111.0,,11.0,6.0,,,,,16.53287833,102.11435833,ID-111,0.0,,,0.0
ร้านJJของชำ,100296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-10-06-26,2025-09-02,10:06:25,02/09/2025 10:06:25,111.0,,11.0,,,,,,16.53675833,102.1129,ID-111,0.0,,,0.0
ร้านข้าวแกงเจ๊แต๋ว,100295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-10-07-25,2025-09-02,10:07:25,02/09/2025 10:07:25,111.0,,11.0,,,,,,16.53677667,102.11293667,ID-111,0.0,,,0.0
ร้านตามสั่งครัวคุณยาย,100297.0,2.0,60.0,60.0,120.0,120.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,รับเงินสด,G-0,จ่ายค้างเก่า,,อาคม,2025-09-02-111-11-10-10-50,2025-09-02,10:10:50,02/09/2025 10:10:50,111.0,,11.0,1.0,,1.0,,,16.53787667,102.113115,ID-111,0.0,,,0.0
ร้านลูกชิ้นทอดแม่สุ,100298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-10-12-39,2025-09-02,10:12:39,02/09/2025 10:12:39,111.0,,11.0,,,,,,16.53791667,102.11269167,ID-111,0.0,,,0.0
ร้านของชำแม่ทองหยาด,100299.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-10-15-11,2025-09-02,10:15:11,02/09/2025 10:15:11,111.0,,11.0,1.0,,,,,16.53794167,102.11195333,ID-111,0.0,,,0.0
ร้านของชำแม่สุธิ,100301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-10-26-34,2025-09-02,10:26:34,02/09/2025 10:26:34,111.0,,11.0,,,,,,16.54327,102.11527167,ID-111,0.0,,,0.0
ร้านหมาล่าแลนมาค,100488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-10-27-14,2025-09-02,10:27:14,02/09/2025 10:27:14,111.0,,11.0,,,,,,16.54332,102.115255,ID-111,0.0,,,0.0
ร้านลูกชิ้นพี่ตุ๊ก,101962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-10-35-40,2025-09-02,10:35:40,02/09/2025 10:35:40,111.0,,11.0,,,,,,16.546455,102.109825,ID-111,0.0,,,0.0
ร้านห้องเสื้ออาภรณ์,100302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-10-37-20,2025-09-02,10:37:20,02/09/2025 10:37:20,111.0,,11.0,,,,,,16.54543667,102.108975,ID-111,0.0,,,0.0
ร้านเท็นโน ชาบู,100303.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-10-39-51,2025-09-02,10:39:51,02/09/2025 10:39:51,111.0,,11.0,1.0,,,,,16.54542667,102.108895,ID-111,0.0,,,0.0
ร้านกาแฟหน้าบ้าน,100282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-10-44-00,2025-09-02,10:43:59,02/09/2025 10:43:59,111.0,,11.0,,,,,,16.547325,102.10867167,ID-111,0.0,,,0.0
ร้านของชำแม่น้อย,100305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-10-46-28,2025-09-02,10:46:27,02/09/2025 10:46:27,111.0,,11.0,,,,,,16.54888,102.10881167,ID-111,0.0,,,0.0
ร้านข้าวกล่องเจ๊นุช,100306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-10-46-34,2025-09-02,10:46:34,02/09/2025 10:46:34,111.0,,11.0,,,,,,16.54894167,102.1088,ID-111,0.0,,,0.0
ร้านไก่สดแม่พร,100307.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-10-46-44,2025-09-02,10:46:44,02/09/2025 10:46:44,111.0,,11.0,,,,1.0,,16.548935,102.10880833,ID-111,0.0,,,0.0
ร้านอาหารตามสั่งแม่แสง,100315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-10-55-22,2025-09-02,10:55:22,02/09/2025 10:55:22,111.0,,11.0,,,,,,16.55138667,102.108235,ID-111,0.0,,,0.0
ร้านแหนมคลุกคุณยายเสถียน,100314.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,L-0,0,,อาคม,2025-09-02-111-11-10-55-39,2025-09-02,10:55:40,02/09/2025 10:55:40,111.0,,11.0,,,,1.0,,16.55139667,102.10824333,ID-111,0.0,,,0.0
ร้านกล้วยทอดคุณยาย,100309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-11-03-32,2025-09-02,11:03:32,02/09/2025 11:03:32,111.0,,11.0,,,,,,16.548735,102.10693833,ID-111,0.0,,,0.0
ร้านเจ๊ติ่งขนมไทย,100310.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-11-10-35,2025-09-02,11:10:36,02/09/2025 11:10:36,111.0,,11.0,,,,1.0,,16.54788,102.10498667,ID-111,-4.0,,,-4.0
ร้านดอกหญ้ามินิมาร์ท,100311.0,6.0,150.0,180.0,330.0,330.0,0.0,180.0,0.0,0.0,180.0,0.0,0.0,0.0,รับเงินสด,G-0,จ่ายค้างเก่า,,อาคม,2025-09-02-111-11-11-24-50,2025-09-02,11:24:50,02/09/2025 11:24:50,111.0,,11.0,6.0,,,,,16.54757667,102.106735,ID-111,0.0,,,0.0
ร้านถุงเงิน,100312.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-11-28-35,2025-09-02,11:28:34,02/09/2025 11:28:34,111.0,,11.0,2.0,,,,,16.547515,102.107135,ID-111,0.0,,,0.0
ร้านผลไม้แม่แอ๊ด,100313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-11-32-46,2025-09-02,11:32:45,02/09/2025 11:32:45,111.0,,11.0,,,,,,16.54757833,102.10742167,ID-111,0.0,,,0.0
ร้านไอศครีมกะทิสด,102194.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-11-37-57,2025-09-02,11:37:58,02/09/2025 11:37:58,111.0,,11.0,,,,1.0,,16.54714833,102.10858833,ID-111,0.0,,,0.0
ร้านต้นขนุน,101947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-11-43-03,2025-09-02,11:43:03,02/09/2025 11:43:03,111.0,,11.0,,,,,,16.5481,102.10190167,ID-111,0.0,,,0.0
